Frame,X,Y,Z
   9, -97,   9, -32
   9,-160,  10, -32
   9, -97,  10, -32
   9,-160,  11, -32
   9, -97,  11, -32
   9,-160,  12, -32
   9, -97,  12, -32
   9,-160,  13, -32
   9, -97,  13, -32
   9,-160,  14, -32
   9, -97,  14, -32
   9,-160,  15, -32
   9, -97,  15, -32
   9,-160,  16, -32
   9, -97,  16, -32
   9,-160,  17, -32
   9, -97,  17, -32
   9,-160,  18, -32
   9, -97,  18, -32
   9,-160,  19, -32
   9, -97,  19, -32
   9,-160,  20, -32
   9, -97,  20, -32
   9,-160,  21, -32
   9, -97,  21, -32
   9,-160,  22, -32
   9, -97,  22, -32
   9,-160,  23, -32
   9, -97,  23, -32
   9,-160,  24, -32
   9, -97,  24, -32
   9,-160,  25, -32
   9, -97,  25, -32
   9,-160,  26, -32
   9, -97,  26, -32
   9,-160,  27, -32
   9, -97,  27, -32
   9,-160,  28, -32
   9, -97,  28, -32
   9,-160,  29, -32
   9, -97,  29, -32
   9,-160,  30, -32
   9, -97,  30, -32
   9,-160,  31, -32
   9,-159,  31, -32
   9,-158,  31, -32
   9,-157,  31, -32
   9,-156,  31, -32
   9,-155,  31, -32
   9,-154,  31, -32
   9,-153,  31, -32
   9,-152,  31, -32
   9,-151,  31, -32
   9,-150,  31, -32
   9,-149,  31, -32
   9,-148,  31, -32
   9,-147,  31, -32
   9,-146,  31, -32
   9,-145,  31, -32
   9,-144,  31, -32
   9,-143,  31, -32
   9,-142,  31, -32
   9,-141,  31, -32
   9,-140,  31, -32
   9,-139,  31, -32
   9,-138,  31, -32
   9,-137,  31, -32
   9,-136,  31, -32
   9,-135,  31, -32
   9,-134,  31, -32
   9,-133,  31, -32
   9,-132,  31, -32
   9,-131,  31, -32
   9,-130,  31, -32
   9,-129,  31, -32
   9,-128,  31, -32
   9,-127,  31, -32
   9,-126,  31, -32
   9,-125,  31, -32
   9,-124,  31, -32
   9,-123,  31, -32
   9,-122,  31, -32
   9,-121,  31, -32
   9,-120,  31, -32
   9,-119,  31, -32
   9,-118,  31, -32
   9,-117,  31, -32
   9,-116,  31, -32
   9,-115,  31, -32
   9,-114,  31, -32
   9,-113,  31, -32
   9,-112,  31, -32
   9,-111,  31, -32
   9,-110,  31, -32
   9,-109,  31, -32
   9,-108,  31, -32
   9,-107,  31, -32
   9,-106,  31, -32
   9,-105,  31, -32
   9,-104,  31, -32
   9,-103,  31, -32
   9,-102,  31, -32
   9,-101,  31, -32
   9,-100,  31, -32
   9, -99,  31, -32
   9, -98,  31, -32
   9, -97,  31, -32
   9,-160, -32, -31
   9, -97, -32, -31
   9,-160,  31, -31
   9, -97,  31, -31
   9,-160, -32, -30
   9, -97, -32, -30
   9,-160,  31, -30
   9, -97,  31, -30
   9,-160, -32, -29
   9, -97, -32, -29
   9,-160,  31, -29
   9, -97,  31, -29
   9,-160, -32, -28
   9, -97, -32, -28
   9,-160,  31, -28
   9, -97,  31, -28
   9,-160, -32, -27
   9, -97, -32, -27
   9,-160,  31, -27
   9, -97,  31, -27
   9,-160, -32, -26
   9, -97, -32, -26
   9,-160,  31, -26
   9, -97,  31, -26
   9,-160, -32, -25
   9, -97, -32, -25
   9,-160,  31, -25
   9, -97,  31, -25
   9,-160, -32, -24
   9, -97, -32, -24
   9,-160,  31, -24
   9, -97,  31, -24
   9,-160, -32, -23
   9, -97, -32, -23
   9,-160,  31, -23
   9, -97,  31, -23
   9,-160, -32, -22
   9, -97, -32, -22
   9,-160,  31, -22
   9, -97,  31, -22
   9,-160, -32, -21
   9, -97, -32, -21
   9,-160,  31, -21
   9, -97,  31, -21
   9,-160, -32, -20
   9, -97, -32, -20
   9,-160,  31, -20
   9, -97,  31, -20
   9,-160, -32, -19
   9, -97, -32, -19
   9,-160,  31, -19
   9, -97,  31, -19
   9,-160, -32, -18
   9, -97, -32, -18
   9,-160,  31, -18
   9, -97,  31, -18
   9,-160, -32, -17
   9, -97, -32, -17
   9,-160,  31, -17
   9, -97,  31, -17
   9,-160, -32, -16
   9, -97, -32, -16
   9,-160,  31, -16
   9, -97,  31, -16
   9,-160, -32, -15
   9, -97, -32, -15
   9,-160,  31, -15
   9, -97,  31, -15
   9,-160, -32, -14
   9, -97, -32, -14
   9,-160,  31, -14
   9, -97,  31, -14
   9,-160, -32, -13
   9, -97, -32, -13
   9,-160,  31, -13
   9, -97,  31, -13
   9,-160, -32, -12
   9, -97, -32, -12
   9,-160,  31, -12
   9, -97,  31, -12
   9,-160, -32, -11
   9, -97, -32, -11
   9,-160,  31, -11
   9, -97,  31, -11
   9,-160, -32, -10
   9, -97, -32, -10
   9,-160,  31, -10
   9, -97,  31, -10
   9,-160, -32,  -9
   9, -97, -32,  -9
   9,-160,  31,  -9
   9, -97,  31,  -9
   9,-160, -32,  -8
   9, -97, -32,  -8
   9,-160,  31,  -8
   9, -97,  31,  -8
   9,-160, -32,  -7
   9, -97, -32,  -7
   9,-160,  31,  -7
   9, -97,  31,  -7
   9,-160, -32,  -6
   9, -97, -32,  -6
   9,-160,  31,  -6
   9, -97,  31,  -6
   9,-160, -32,  -5
   9, -97, -32,  -5
   9,-160,  31,  -5
   9, -97,  31,  -5
   9,-160, -32,  -4
   9, -97, -32,  -4
   9,-160,  31,  -4
   9, -97,  31,  -4
   9,-160, -32,  -3
   9, -97, -32,  -3
   9,-160,  31,  -3
   9, -97,  31,  -3
   9,-160, -32,  -2
   9, -97, -32,  -2
   9,-160,  31,  -2
   9, -97,  31,  -2
   9,-160, -32,  -1
   9, -97, -32,  -1
   9,-160,  31,  -1
   9, -97,  31,  -1
   9,-160, -32,   0
   9, -97, -32,   0
   9,-160,  31,   0
   9, -97,  31,   0
   9,-160, -32,   1
   9, -97, -32,   1
   9,-160,  31,   1
   9, -97,  31,   1
   9,-160, -32,   2
   9, -97, -32,   2
   9,-160,  31,   2
   9, -97,  31,   2
   9,-160, -32,   3
   9, -97, -32,   3
   9,-160,  31,   3
   9, -97,  31,   3
   9,-160, -32,   4
   9, -97, -32,   4
   9,-160,  31,   4
   9, -97,  31,   4
   9,-160, -32,   5
   9, -97, -32,   5
   9,-160,  31,   5
   9, -97,  31,   5
   9,-160, -32,   6
   9, -97, -32,   6
   9,-160,  31,   6
   9, -97,  31,   6
   9,-160, -32,   7
   9, -97, -32,   7
   9,-160,  31,   7
   9, -97,  31,   7
   9,-160, -32,   8
   9, -97, -32,   8
   9,-160,  31,   8
   9, -97,  31,   8
   9,-160, -32,   9
   9, -97, -32,   9
   9,-160,  31,   9
   9, -97,  31,   9
   9,-160, -32,  10
   9, -97, -32,  10
   9,-160,  31,  10
   9, -97,  31,  10
   9,-160, -32,  11
   9, -97, -32,  11
   9,-160,  31,  11
   9, -97,  31,  11
   9,-160, -32,  12
   9, -97, -32,  12
   9,-160,  31,  12
   9, -97,  31,  12
   9,-160, -32,  13
   9, -97, -32,  13
   9,-160,  31,  13
   9, -97,  31,  13
   9,-160, -32,  14
   9, -97, -32,  14
   9,-160,  31,  14
   9, -97,  31,  14
   9,-160, -32,  15
   9, -97, -32,  15
   9,-160,  31,  15
   9, -97,  31,  15
   9,-160, -32,  16
   9, -97, -32,  16
   9,-160,  31,  16
   9, -97,  31,  16
   9,-160, -32,  17
   9, -97, -32,  17
   9,-160,  31,  17
   9, -97,  31,  17
   9,-160, -32,  18
   9, -97, -32,  18
   9,-160,  31,  18
   9, -97,  31,  18
   9,-160, -32,  19
   9, -97, -32,  19
   9,-160,  31,  19
   9, -97,  31,  19
   9,-160, -32,  20
   9, -97, -32,  20
   9,-160,  31,  20
   9, -97,  31,  20
   9,-160, -32,  21
   9, -97, -32,  21
   9,-160,  31,  21
   9, -97,  31,  21
   9,-160, -32,  22
   9, -97, -32,  22
   9,-160,  31,  22
   9, -97,  31,  22
   9,-160, -32,  23
   9, -97, -32,  23
   9,-160,  31,  23
   9, -97,  31,  23
   9,-160, -32,  24
   9, -97, -32,  24
   9,-160,  31,  24
   9, -97,  31,  24
   9,-160, -32,  25
   9, -97, -32,  25
   9,-160,  31,  25
   9, -97,  31,  25
   9,-160, -32,  26
   9, -97, -32,  26
   9,-160,  31,  26
   9, -97,  31,  26
   9,-160, -32,  27
   9, -97, -32,  27
   9,-160,  31,  27
   9, -97,  31,  27
   9,-160, -32,  28
   9, -97, -32,  28
   9,-160,  31,  28
   9, -97,  31,  28
   9,-160, -32,  29
   9, -97, -32,  29
   9,-160,  31,  29
   9, -97,  31,  29
   9,-160, -32,  30
   9, -97, -32,  30
   9,-160,  31,  30
   9, -97,  31,  30
   9,-160, -32,  31
   9,-159, -32,  31
   9,-158, -32,  31
   9,-157, -32,  31
   9,-156, -32,  31
   9,-155, -32,  31
   9,-154, -32,  31
   9,-153, -32,  31
   9,-152, -32,  31
   9,-151, -32,  31
   9,-150, -32,  31
   9,-149, -32,  31
   9,-148, -32,  31
   9,-147, -32,  31
   9,-146, -32,  31
   9,-145, -32,  31
   9,-144, -32,  31
   9,-143, -32,  31
   9,-142, -32,  31
   9,-141, -32,  31
   9,-140, -32,  31
   9,-139, -32,  31
   9,-138, -32,  31
   9,-137, -32,  31
   9,-136, -32,  31
   9,-135, -32,  31
   9,-134, -32,  31
   9,-133, -32,  31
   9,-132, -32,  31
   9,-131, -32,  31
   9,-130, -32,  31
   9,-129, -32,  31
   9,-128, -32,  31
   9,-127, -32,  31
   9,-126, -32,  31
   9,-125, -32,  31
   9,-124, -32,  31
   9,-123, -32,  31
   9,-122, -32,  31
   9,-121, -32,  31
   9,-120, -32,  31
   9,-119, -32,  31
   9,-118, -32,  31
   9,-117, -32,  31
   9,-116, -32,  31
   9,-115, -32,  31
   9,-114, -32,  31
   9,-113, -32,  31
   9,-112, -32,  31
   9,-111, -32,  31
   9,-110, -32,  31
   9,-109, -32,  31
   9,-108, -32,  31
   9,-107, -32,  31
   9,-106, -32,  31
   9,-105, -32,  31
   9,-104, -32,  31
   9,-103, -32,  31
   9,-102, -32,  31
   9,-101, -32,  31
   9,-100, -32,  31
   9, -99, -32,  31
   9, -98, -32,  31
   9, -97, -32,  31
   9,-160, -31,  31
   9, -97, -31,  31
   9,-160, -30,  31
   9, -97, -30,  31
   9,-160, -29,  31
   9, -97, -29,  31
   9,-160, -28,  31
   9, -97, -28,  31
   9,-160, -27,  31
   9, -97, -27,  31
   9,-160, -26,  31
   9, -97, -26,  31
   9,-160, -25,  31
   9, -97, -25,  31
   9,-160, -24,  31
   9, -97, -24,  31
   9,-160, -23,  31
   9, -97, -23,  31
   9,-160, -22,  31
   9, -97, -22,  31
   9,-160, -21,  31
   9, -97, -21,  31
   9,-160, -20,  31
   9, -97, -20,  31
   9,-160, -19,  31
   9, -97, -19,  31
   9,-160, -18,  31
   9, -97, -18,  31
   9,-160, -17,  31
   9, -97, -17,  31
   9,-160, -16,  31
   9, -97, -16,  31
   9,-160, -15,  31
   9, -97, -15,  31
   9,-160, -14,  31
   9, -97, -14,  31
   9,-160, -13,  31
   9, -97, -13,  31
   9,-160, -12,  31
   9, -97, -12,  31
   9,-160, -11,  31
   9, -97, -11,  31
   9,-160, -10,  31
   9, -97, -10,  31
   9,-160,  -9,  31
   9, -97,  -9,  31
   9,-160,  -8,  31
   9, -97,  -8,  31
   9,-160,  -7,  31
   9, -97,  -7,  31
   9,-160,  -6,  31
   9, -97,  -6,  31
   9,-160,  -5,  31
   9, -97,  -5,  31
   9,-160,  -4,  31
   9, -97,  -4,  31
   9,-160,  -3,  31
   9, -97,  -3,  31
   9,-160,  -2,  31
   9, -97,  -2,  31
   9,-160,  -1,  31
   9, -97,  -1,  31
   9,-160,   0,  31
   9, -97,   0,  31
   9,-160,   1,  31
   9, -97,   1,  31
   9,-160,   2,  31
   9, -97,   2,  31
   9,-160,   3,  31
   9, -97,   3,  31
   9,-160,   4,  31
   9, -97,   4,  31
   9,-160,   5,  31
   9, -97,   5,  31
   9,-160,   6,  31
   9, -97,   6,  31
   9,-160,   7,  31
   9, -97,   7,  31
   9,-160,   8,  31
   9, -97,   8,  31
   9,-160,   9,  31
   9, -97,   9,  31
   9,-160,  10,  31
   9, -97,  10,  31
   9,-160,  11,  31
   9, -97,  11,  31
   9,-160,  12,  31
   9, -97,  12,  31
   9,-160,  13,  31
   9, -97,  13,  31
   9,-160,  14,  31
   9, -97,  14,  31
   9,-160,  15,  31
   9, -97,  15,  31
   9,-160,  16,  31
   9, -97,  16,  31
   9,-160,  17,  31
   9, -97,  17,  31
   9,-160,  18,  31
   9, -97,  18,  31
   9,-160,  19,  31
   9, -97,  19,  31
   9,-160,  20,  31
   9, -97,  20,  31
   9,-160,  21,  31
   9, -97,  21,  31
   9,-160,  22,  31
   9, -97,  22,  31
   9,-160,  23,  31
   9, -97,  23,  31
   9,-160,  24,  31
   9, -97,  24,  31
   9,-160,  25,  31
   9, -97,  25,  31
   9,-160,  26,  31
   9, -97,  26,  31
   9,-160,  27,  31
   9, -97,  27,  31
   9,-160,  28,  31
   9, -97,  28,  31
   9,-160,  29,  31
   9, -97,  29,  31
   9,-160,  30,  31
   9, -97,  30,  31
   9,-160,  31,  31
   9,-159,  31,  31
   9,-158,  31,  31
   9,-157,  31,  31
   9,-156,  31,  31
   9,-155,  31,  31
   9,-154,  31,  31
   9,-153,  31,  31
   9,-152,  31,  31
   9,-151,  31,  31
   9,-150,  31,  31
   9,-149,  31,  31
   9,-148,  31,  31
   9,-147,  31,  31
   9,-146,  31,  31
   9,-145,  31,  31
   9,-144,  31,  31
   9,-143,  31,  31
   9,-142,  31,  31
   9,-141,  31,  31
   9,-140,  31,  31
   9,-139,  31,  31
   9,-138,  31,  31
   9,-137,  31,  31
   9,-136,  31,  31
   9,-135,  31,  31
   9,-134,  31,  31
   9,-133,  31,  31
   9,-132,  31,  31
   9,-131,  31,  31
   9,-130,  31,  31
   9,-129,  31,  31
   9,-128,  31,  31
   9,-127,  31,  31
   9,-126,  31,  31
   9,-125,  31,  31
   9,-124,  31,  31
   9,-123,  31,  31
   9,-122,  31,  31
   9,-121,  31,  31
   9,-120,  31,  31
   9,-119,  31,  31
   9,-118,  31,  31
   9,-117,  31,  31
   9,-116,  31,  31
   9,-115,  31,  31
   9,-114,  31,  31
   9,-113,  31,  31
   9,-112,  31,  31
   9,-111,  31,  31
   9,-110,  31,  31
   9,-109,  31,  31
   9,-108,  31,  31
   9,-107,  31,  31
   9,-106,  31,  31
   9,-105,  31,  31
   9,-104,  31,  31
   9,-103,  31,  31
   9,-102,  31,  31
   9,-101,  31,  31
   9,-100,  31,  31
   9, -99,  31,  31
   9, -98,  31,  31
   9, -97,  31,  31
   9, -32, -32, -32
   9, -31, -32, -32
   9, -30, -32, -32
   9, -29, -32, -32
   9, -28, -32, -32
   9, -27, -32, -32
   9, -26, -32, -32
   9, -25, -32, -32
   9, -24, -32, -32
   9, -23, -32, -32
   9, -22, -32, -32
   9, -21, -32, -32
   9, -20, -32, -32
   9, -19, -32, -32
   9, -18, -32, -32
   9, -17, -32, -32
   9, -16, -32, -32
   9, -15, -32, -32
   9, -14, -32, -32
   9, -13, -32, -32
   9, -12, -32, -32
   9, -11, -32, -32
   9, -10, -32, -32
   9,  -9, -32, -32
   9,  -8, -32, -32
   9,  -7, -32, -32
   9,  -6, -32, -32
   9,  -5, -32, -32
   9,  -4, -32, -32
   9,  -3, -32, -32
   9,  -2, -32, -32
   9,  -1, -32, -32
   9,   0, -32, -32
   9,   1, -32, -32
   9,   2, -32, -32
   9,   3, -32, -32
   9,   4, -32, -32
   9,   5, -32, -32
   9,   6, -32, -32
   9,   7, -32, -32
   9,   8, -32, -32
   9,   9, -32, -32
   9,  10, -32, -32
   9,  11, -32, -32
   9,  12, -32, -32
   9,  13, -32, -32
   9,  14, -32, -32
   9,  15, -32, -32
   9,  16, -32, -32
   9,  17, -32, -32
   9,  18, -32, -32
   9,  19, -32, -32
   9,  20, -32, -32
   9,  21, -32, -32
   9,  22, -32, -32
   9,  23, -32, -32
   9,  24, -32, -32
   9,  25, -32, -32
   9,  26, -32, -32
   9,  27, -32, -32
   9,  28, -32, -32
   9,  29, -32, -32
   9,  30, -32, -32
   9,  31, -32, -32
   9, -32, -31, -32
   9,  31, -31, -32
   9, -32, -30, -32
   9,  31, -30, -32
   9, -32, -29, -32
   9,  31, -29, -32
   9, -32, -28, -32
   9,  31, -28, -32
   9, -32, -27, -32
   9,  31, -27, -32
   9, -32, -26, -32
   9,  31, -26, -32
   9, -32, -25, -32
   9,  31, -25, -32
   9, -32, -24, -32
   9,  31, -24, -32
   9, -32, -23, -32
   9,  31, -23, -32
   9, -32, -22, -32
   9,  31, -22, -32
   9, -32, -21, -32
   9,  31, -21, -32
   9, -32, -20, -32
   9,  31, -20, -32
   9, -32, -19, -32
   9,  31, -19, -32
   9, -32, -18, -32
   9,  31, -18, -32
   9, -32, -17, -32
   9,  31, -17, -32
   9, -32, -16, -32
   9,  31, -16, -32
   9, -32, -15, -32
   9,  31, -15, -32
   9, -32, -14, -32
   9,  31, -14, -32
   9, -32, -13, -32
   9,  31, -13, -32
   9, -32, -12, -32
   9,  31, -12, -32
   9, -32, -11, -32
   9,  31, -11, -32
   9, -32, -10, -32
   9,  31, -10, -32
   9, -32,  -9, -32
   9,  31,  -9, -32
   9, -32,  -8, -32
   9,  31,  -8, -32
   9, -32,  -7, -32
   9,  31,  -7, -32
   9, -32,  -6, -32
   9,  31,  -6, -32
   9, -32,  -5, -32
   9,  31,  -5, -32
   9, -32,  -4, -32
   9,  31,  -4, -32
   9, -32,  -3, -32
   9,  31,  -3, -32
   9, -32,  -2, -32
   9,  31,  -2, -32
   9, -32,  -1, -32
   9,  31,  -1, -32
   9, -32,   0, -32
   9,  31,   0, -32
   9, -32,   1, -32
   9,  31,   1, -32
   9, -32,   2, -32
   9,  31,   2, -32
   9, -32,   3, -32
   9,  31,   3, -32
   9, -32,   4, -32
   9,  31,   4, -32
   9, -32,   5, -32
   9,  31,   5, -32
   9, -32,   6, -32
   9,  31,   6, -32
   9, -32,   7, -32
   9,  31,   7, -32
   9, -32,   8, -32
   9,  31,   8, -32
   9, -32,   9, -32
   9,  31,   9, -32
   9, -32,  10, -32
   9,  31,  10, -32
   9, -32,  11, -32
   9,  31,  11, -32
   9, -32,  12, -32
   9,  31,  12, -32
   9, -32,  13, -32
   9,  31,  13, -32
   9, -32,  14, -32
   9,  31,  14, -32
   9, -32,  15, -32
   9,  31,  15, -32
   9, -32,  16, -32
   9,  31,  16, -32
   9, -32,  17, -32
   9,  31,  17, -32
   9, -32,  18, -32
   9,  31,  18, -32
   9, -32,  19, -32
   9,  31,  19, -32
   9, -32,  20, -32
   9,  31,  20, -32
   9, -32,  21, -32
   9,  31,  21, -32
   9, -32,  22, -32
   9,  31,  22, -32
   9, -32,  23, -32
   9,  31,  23, -32
   9, -32,  24, -32
   9,  31,  24, -32
   9, -32,  25, -32
   9,  31,  25, -32
   9, -32,  26, -32
   9,  31,  26, -32
   9, -32,  27, -32
   9,  31,  27, -32
   9, -32,  28, -32
   9,  31,  28, -32
   9, -32,  29, -32
   9,  31,  29, -32
   9, -32,  30, -32
   9,  31,  30, -32
   9, -32,  31, -32
   9, -31,  31, -32
   9, -30,  31, -32
   9, -29,  31, -32
   9, -28,  31, -32
   9, -27,  31, -32
   9, -26,  31, -32
   9, -25,  31, -32
   9, -24,  31, -32
   9, -23,  31, -32
   9, -22,  31, -32
   9, -21,  31, -32
   9, -20,  31, -32
   9, -19,  31, -32
   9, -18,  31, -32
   9, -17,  31, -32
   9, -16,  31, -32
   9, -15,  31, -32
   9, -14,  31, -32
   9, -13,  31, -32
   9, -12,  31, -32
   9, -11,  31, -32
   9, -10,  31, -32
   9,  -9,  31, -32
   9,  -8,  31, -32
   9,  -7,  31, -32
   9,  -6,  31, -32
   9,  -5,  31, -32
   9,  -4,  31, -32
   9,  -3,  31, -32
   9,  -2,  31, -32
   9,  -1,  31, -32
   9,   0,  31, -32
   9,   1,  31, -32
   9,   2,  31, -32
   9,   3,  31, -32
   9,   4,  31, -32
   9,   5,  31, -32
   9,   6,  31, -32
   9,   7,  31, -32
   9,   8,  31, -32
   9,   9,  31, -32
   9,  10,  31, -32
   9,  11,  31, -32
   9,  12,  31, -32
   9,  13,  31, -32
   9,  14,  31, -32
   9,  15,  31, -32
   9,  16,  31, -32
   9,  17,  31, -32
   9,  18,  31, -32
   9,  19,  31, -32
   9,  20,  31, -32
   9,  21,  31, -32
   9,  22,  31, -32
   9,  23,  31, -32
   9,  24,  31, -32
   9,  25,  31, -32
   9,  26,  31, -32
   9,  27,  31, -32
   9,  28,  31, -32
   9,  29,  31, -32
   9,  30,  31, -32
   9,  31,  31, -32
   9, -32, -32, -31
   9,  31, -32, -31
   9, -32,  31, -31
   9,  31,  31, -31
   9, -32, -32, -30
   9,  31, -32, -30
   9, -32,  31, -30
   9,  31,  31, -30
   9, -32, -32, -29
   9,  31, -32, -29
   9, -32,  31, -29
   9,  31,  31, -29
   9, -32, -32, -28
   9,  31, -32, -28
   9, -32,  31, -28
   9,  31,  31, -28
   9, -32, -32, -27
   9,  31, -32, -27
   9, -32,  31, -27
   9,  31,  31, -27
   9, -32, -32, -26
   9,  31, -32, -26
   9, -32,  31, -26
   9,  31,  31, -26
   9, -32, -32, -25
   9,  31, -32, -25
   9, -32,  31, -25
   9,  31,  31, -25
   9, -32, -32, -24
   9,  31, -32, -24
   9, -32,  31, -24
   9,  31,  31, -24
   9, -32, -32, -23
   9,  31, -32, -23
   9, -32,  31, -23
   9,  31,  31, -23
   9, -32, -32, -22
   9,  31, -32, -22
   9, -32,  31, -22
   9,  31,  31, -22
   9, -32, -32, -21
   9,  31, -32, -21
   9, -32,  31, -21
   9,  31,  31, -21
   9, -32, -32, -20
   9,  31, -32, -20
   9, -32,  31, -20
   9,  31,  31, -20
   9, -32, -32, -19
   9,  31, -32, -19
   9, -32,  31, -19
   9,  31,  31, -19
   9, -32, -32, -18
   9,  31, -32, -18
   9, -32,  31, -18
   9,  31,  31, -18
   9, -32, -32, -17
   9,  31, -32, -17
   9, -32,  31, -17
   9,  31,  31, -17
   9, -32, -32, -16
   9,  31, -32, -16
   9, -32,  31, -16
   9,  31,  31, -16
   9, -32, -32, -15
   9,  31, -32, -15
   9, -32,  31, -15
   9,  31,  31, -15
   9, -32, -32, -14
   9,  31, -32, -14
   9, -32,  31, -14
   9,  31,  31, -14
   9, -32, -32, -13
   9,  31, -32, -13
   9, -32,  31, -13
   9,  31,  31, -13
   9, -32, -32, -12
   9,  31, -32, -12
   9, -32,  31, -12
   9,  31,  31, -12
   9, -32, -32, -11
   9,  31, -32, -11
   9, -32,  31, -11
   9,  31,  31, -11
   9, -32, -32, -10
   9,  31, -32, -10
   9, -32,  31, -10
   9,  31,  31, -10
   9, -32, -32,  -9
   9,  31, -32,  -9
   9, -32,  31,  -9
   9,  31,  31,  -9
   9, -32, -32,  -8
   9,  31, -32,  -8
   9, -32,  31,  -8
   9,  31,  31,  -8
   9, -32, -32,  -7
   9,  31, -32,  -7
   9, -32,  31,  -7
   9,  31,  31,  -7
   9, -32, -32,  -6
   9,  31, -32,  -6
   9, -32,  31,  -6
   9,  31,  31,  -6
   9, -32, -32,  -5
   9,  31, -32,  -5
   9, -32,  31,  -5
   9,  31,  31,  -5
   9, -32, -32,  -4
   9,  31, -32,  -4
   9, -32,  31,  -4
   9,  31,  31,  -4
   9, -32, -32,  -3
   9,  31, -32,  -3
   9, -32,  31,  -3
   9,  31,  31,  -3
   9, -32, -32,  -2
   9,  31, -32,  -2
   9, -32,  31,  -2
   9,  31,  31,  -2
   9, -32, -32,  -1
   9,  31, -32,  -1
   9, -32,  31,  -1
   9,  31,  31,  -1
   9, -32, -32,   0
   9,  31, -32,   0
   9, -32,  31,   0
   9,  31,  31,   0
   9, -32, -32,   1
   9,  31, -32,   1
   9, -32,  31,   1
   9,  31,  31,   1
   9, -32, -32,   2
   9,  31, -32,   2
   9, -32,  31,   2
   9,  31,  31,   2
   9, -32, -32,   3
   9,  31, -32,   3
   9, -32,  31,   3
   9,  31,  31,   3
   9, -32, -32,   4
   9,  31, -32,   4
   9, -32,  31,   4
   9,  31,  31,   4
   9, -32, -32,   5
   9,  31, -32,   5
   9, -32,  31,   5
