frame, x, y, z, rel_x, rel_y, rel_z, rel_xy_SQR, rel_xy_SQRT, rel_xyz_SQR, rel_xyz_SQRT, depthRatio, per_x, per_y, screen_x, screen_y
0,21,63,0,-11,31,64,1082,32.89376840679705,5178,71.95832127002409,2.187597370423356,-24,67,9,100
0,22,63,0,-10,31,64,1061,32.57299494980466,5157,71.81225522151495,2.204656198552771,-22,68,11,101
0,23,63,0,-9,31,64,1042,32.28002478313795,5138,71.6798437498297,2.2205634670786547,-19,68,14,101
0,24,63,0,-8,31,64,1025,32.01562118716424,5121,71.56116265125938,2.2351951952739184,-17,69,16,102
0,25,63,0,-7,31,64,1010,31.78049716414141,5106,71.45628033979938,2.2484317967317695,-15,69,18,102
0,26,63,0,-6,31,64,997,31.575306807693888,5093,71.36525765384722,2.2601603869913247,-13,70,20,103
0,27,63,0,-5,31,64,986,31.400636936215164,5082,71.28814768248647,2.2702771229544076,-11,70,22,103
0,28,63,0,-4,31,64,977,31.25699921617557,5073,71.22499561249548,2.278689490308986,-9,70,24,103
0,29,63,0,-3,31,64,970,31.144823004794873,5066,71.17583859709698,2.2853184487880753,-6,70,27,103
0,30,63,0,-2,31,64,965,31.064449134018133,5061,71.14070564732964,2.290100343978889,-4,70,29,103
0,31,63,0,-1,31,64,962,31.016124838541646,5058,71.11961754677819,2.2929884992725666,-2,71,31,104
0,31,63,2,-1,31,66,962,31.016124838541646,5318,72.92461861401813,2.3511840693715427,-2,72,31,105
0,31,63,3,-1,31,67,962,31.016124838541646,5451,73.83088784512888,2.3804033621048695,-2,73,31,106
0,31,63,4,-1,31,68,962,31.016124838541646,5586,74.73954776421918,2.409699733712233,-2,74,31,107
0,31,63,5,-1,31,69,962,31.016124838541646,5723,75.65051222562872,2.439070406746072,-2,75,31,108
0,31,63,6,-1,31,70,962,31.016124838541646,5862,76.56369897020389,2.4685127290648294,-2,76,31,109
0,31,63,7,-1,31,71,962,31.016124838541646,6003,77.47902942086975,2.4980241672419305,-2,77,31,110
0,31,63,8,-1,31,72,962,31.016124838541646,6146,78.39642849007855,2.5276023003576706,-2,78,31,111
0,31,63,9,-1,31,73,962,31.016124838541646,6291,79.31582439841371,2.5572448141507764,-2,79,31,112
0,31,63,10,-1,31,74,962,31.016124838541646,6438,80.23714850367004,2.586949495507729,-2,80,31,113
0,31,63,11,-1,31,75,962,31.016124838541646,6587,81.16033513977132,2.616714227269257,-2,81,31,114
0,31,63,12,-1,31,76,962,31.016124838541646,6738,82.08532146492453,2.6465369833346375,-2,82,31,115
0,31,63,14,-1,31,78,962,31.016124838541646,7046,83.94045508573325,2.7063488918327447,-2,83,31,116
0,31,63,15,-1,31,79,962,31.016124838541646,7203,84.870489570875,2.73633440710853,-2,84,31,117
0,31,63,16,-1,31,80,962,31.016124838541646,7362,85.80209787645055,2.7663706643916415,-2,85,31,118
0,31,63,17,-1,31,81,962,31.016124838541646,7523,86.73522929006414,2.796456028648818,-2,86,31,119
0,31,63,18,-1,31,82,962,31.016124838541646,7686,87.66983517721475,2.8265889318408135,-2,87,31,120
0,31,63,19,-1,31,83,962,31.016124838541646,7851,88.60586888011426,2.856767869660162,-2,88,31,121
0,31,63,20,-1,31,84,962,31.016124838541646,8018,89.54328562209453,2.8869913984491427,-2,89,31,122
0,31,63,21,-1,31,85,962,31.016124838541646,8187,90.48204241726643,2.9172581322870643,-2,90,31,123
0,31,63,22,-1,31,86,962,31.016124838541646,8358,91.42209798511517,2.947566740236714,-2,91,31,124
0,31,63,23,-1,31,87,962,31.016124838541646,8531,92.36341266973628,2.977915943740415,-2,92,31,125
0,31,63,24,-1,31,88,962,31.016124838541646,8706,93.30594836343501,3.0083045141567784,-3,93,30,126
0,31,63,25,-1,31,89,962,31.016124838541646,8883,94.24966843443005,3.0387312704297713,-3,94,30,127
0,31,63,26,-1,31,90,962,31.016124838541646,9062,95.1945376584182,3.0691950768822793,-3,95,30,128
0,31,63,27,-1,31,91,962,31.016124838541646,9243,96.1405221537724,3.0996948411268015,-3,96,30,129
0,31,63,28,-1,31,92,962,31.016124838541646,9426,97.08758932015976,3.1302295120864216,-3,97,30,130
0,31,63,30,-1,31,94,962,31.016124838541646,9798,98.98484732523458,3.1913995652426825,-3,98,30,131
0,31,35,31,-1,3,95,10,3.1622776601683795,9035,95.05261700763425,30.058276730378275,-30,90,3,123
0,31,36,31,-1,4,95,17,4.123105625617661,9042,95.08943158942533,23.062574724890897,-23,92,10,125
0,31,37,31,-1,5,95,26,5.0990195135927845,9051,95.1367436903324,18.657850482180006,-18,93,15,126
0,31,38,31,-1,6,95,37,6.082762530298219,9062,95.1945376584182,15.64988558804565,-15,93,18,126
0,31,39,31,-1,7,95,50,7.0710678118654755,9075,95.26279441628824,13.472193585307478,-13,94,20,127
0,31,40,31,-1,8,95,65,8.06225774829855,9090,95.34149149242423,11.825656592602115,-11,94,22,127
0,31,41,31,-1,9,95,82,9.055385138137417,9107,95.43060305792896,10.538547129930011,-10,94,23,127
0,31,42,31,-1,10,95,101,10.04987562112089,9126,95.53009996854395,9.505600225317934,-9,95,24,128
0,31,43,31,-1,11,95,122,11.045361017187261,9147,95.63994981178107,8.658834207678629,-8,95,25,128
0,31,44,31,-1,12,95,145,12.041594578792296,9170,95.7601169589929,7.952444863709827,-7,95,26,128
0,31,46,31,-1,14,95,197,14.035668847618199,9222,96.031244915392,6.841942906888128,-6,95,27,128
0,31,48,31,-1,16,95,257,16.0312195418814,9282,96.34313675607619,6.009719753658212,-6,96,27,129
0,31,49,31,-1,17,95,290,17.029386365926403,9315,96.51424765287247,5.667511769301623,-5,96,28,129
0,31,52,31,-1,20,95,401,20.024984394500787,9426,97.08758932015976,4.84832284547606,-4,96,29,129
0,31,53,31,-1,21,95,442,21.02379604162864,9467,97.29850975220535,4.6280181542642085,-4,97,29,130
0,31,61,31,-1,29,95,842,29.017236257093817,9867,99.3327740476425,3.4232334591602847,-3,99,30,132
0,22,63,31,-10,31,95,1061,32.57299494980466,10086,100.42907945411031,3.0832006577495443,-30,95,3,128
0,23,63,31,-9,31,95,1042,32.28002478313795,10067,100.33444074693395,3.1082516640242934,-27,96,6,129
0,24,63,31,-8,31,95,1025,32.01562118716424,10050,100.2496882788171,3.131274189332593,-25,97,8,130
0,25,63,31,-7,31,95,1010,31.78049716414141,10035,100.174847142384,3.152085589630528,-22,97,11,130
0,26,63,31,-6,31,95,997,31.575306807693888,10022,100.10993956645864,3.1705135971019307,-19,98,14,131
0,27,63,31,-5,31,95,986,31.400636936215164,10011,100.05498488331304,3.1863998519060943,-15,98,18,131
0,28,63,31,-4,31,95,977,31.25699921617557,10002,100.00999950005,3.1996033531041776,-12,99,21,132
0,29,63,31,-3,31,95,970,31.144823004794873,9995,99.9749968742185,3.210003693353048,-9,99,24,132
0,30,63,31,-2,31,95,965,31.064449134018133,9990,99.9499874937461,3.2175039403577452,-6,99,27,132
0,33,32,32,1,0,96,1,1.0,9217,96.00520819205592,96.00520819205592,96,0,129,33
0,46,32,32,14,0,96,196,14.0,9412,97.01546268507923,6.929675906077088,97,0,130,33
0,52,32,32,20,0,96,400,20.0,9616,98.0612053770501,4.903060268852505,98,0,131,33
0,57,32,32,25,0,96,625,25.0,9841,99.20181449953424,3.9680725799813694,99,0,132,33
0,60,32,32,28,0,96,784,28.0,10000,100.0,3.5714285714285716,100,0,133,33
0,32,33,32,0,1,96,1,1.0,9217,96.00520819205592,96.00520819205592,0,96,33,129
0,63,33,32,31,1,96,962,31.016124838541646,10178,100.88607436113271,3.2526975850886566,100,3,133,36
0,63,34,32,31,2,96,965,31.064449134018133,10181,100.90094152187085,3.2481162336587515,100,6,133,39
0,63,35,32,31,3,96,970,31.144823004794873,10186,100.92571525632107,3.240529420917985,100,9,133,42
0,63,36,32,31,4,96,977,31.25699921617557,10193,100.96038827183659,3.23000898370274,100,12,133,45
0,63,37,32,31,5,96,986,31.400636936215164,10202,101.00495037373169,3.2166529162738122,99,16,132,49
0,63,38,32,31,6,96,997,31.575306807693888,10213,101.05938848023968,3.200582945899191,99,19,132,52
0,63,39,32,31,7,96,1010,31.78049716414141,10226,101.1236866416568,3.181941620339305,98,22,131,55
0,63,40,32,31,8,96,1025,32.01562118716424,10241,101.19782606360673,3.160889038260458,97,25,130,58
0,63,41,32,31,9,96,1042,32.28002478313795,10258,101.28178513434683,3.1375993610529447,97,28,130,61
0,63,42,32,31,10,96,1061,32.57299494980466,10277,101.3755394560246,3.1122572429168827,96,31,129,64
0,63,43,32,31,11,96,1082,32.89376840679705,10298,101.47906187977893,3.085054306481031,95,33,128,66
0,63,44,32,31,12,96,1105,33.24154027718932,10321,101.59232254457027,3.056185775310897,94,36,127,69
0,63,45,32,31,13,96,1130,33.61547262794322,10346,101.7152889196113,3.025847354442947,93,39,126,72
0,32,46,32,0,14,96,196,14.0,9412,97.01546268507923,6.929675906077088,0,97,33,130
0,63,46,32,31,14,96,1157,34.0147027033899,10373,101.84792585025971,2.9942324276175305,92,41,125,74
0,63,47,32,31,15,96,1186,34.438350715445125,10402,101.99019560722492,2.961529617081335,91,44,124,77
0,63,48,32,31,16,96,1217,34.88552708502482,10433,102.1420579389313,2.927920730278358,90,46,123,79
0,63,49,32,31,17,96,1250,35.35533905932738,10466,102.30347012687302,2.893579098625092,89,49,122,82
0,63,50,32,31,18,96,1285,35.84689665786984,10501,102.47438704378767,2.858668297616508,88,51,121,84
0,63,51,32,31,19,96,1322,36.359317925395686,10538,102.65476121447071,2.8233412250775483,87,53,120,86
0,32,52,32,0,20,96,400,20.0,9616,98.0612053770501,4.903060268852505,0,98,33,131
0,63,52,32,31,20,96,1361,36.89173349139343,10577,102.84454287904633,2.7877395054650713,86,55,119,88
0,63,53,32,31,21,96,1402,37.44329045369811,10618,103.04368005850722,2.7519931824883206,85,57,118,90
0,63,54,32,31,22,96,1445,38.01315561749642,10661,103.25211862233142,2.7162206595341765,84,59,117,92
0,63,55,32,31,23,96,1490,38.600518131237564,10706,103.46980235798269,2.6805288469495827,83,61,116,94
0,63,56,32,31,24,96,1537,39.20459156782532,10753,103.69667304209909,2.6450134766153655,81,63,114,96
0,32,57,32,0,25,96,625,25.0,9841,99.20181449953424,3.9680725799813694,0,99,33,132
0,63,57,32,31,25,96,1586,39.824615503479755,10802,103.93267051317406,2.6097595469337986,80,65,113,98
0,63,58,32,31,26,96,1637,40.45985664828782,10853,104.17773274553444,2.574841864891853,79,66,112,99
0,63,59,32,31,27,96,1690,41.10960958218893,10906,104.43179592442141,2.5403256558697,78,68,111,101
0,32,60,32,0,28,96,784,28.0,10000,100.0,3.5714285714285716,0,100,33,133
0,63,60,32,31,28,96,1745,41.773197148410844,10961,104.69479452198185,2.506267216033875,77,70,110,103
0,63,61,32,31,29,96,1802,42.44997055358225,11018,104.96666137398103,2.472714586256012,76,71,109,104
0,63,62,32,31,30,96,1861,43.139309220245984,11077,105.24732775705044,2.4397082303686064,75,73,108,106
0,33,63,32,1,31,96,962,31.016124838541646,10178,100.88607436113271,3.2526975850886566,3,100,36,133
0,34,63,32,2,31,96,965,31.064449134018133,10181,100.90094152187085,3.2481162336587515,6,100,39,133
0,35,63,32,3,31,96,970,31.144823004794873,10186,100.92571525632107,3.240529420917985,9,100,42,133
0,36,63,32,4,31,96,977,31.25699921617557,10193,100.96038827183659,3.23000898370274,12,100,45,133
0,37,63,32,5,31,96,986,31.400636936215164,10202,101.00495037373169,3.2166529162738122,16,99,49,132
0,38,63,32,6,31,96,997,31.575306807693888,10213,101.05938848023968,3.200582945899191,19,99,52,132
0,39,63,32,7,31,96,1010,31.78049716414141,10226,101.1236866416568,3.181941620339305,22,98,55,131
0,40,63,32,8,31,96,1025,32.01562118716424,10241,101.19782606360673,3.160889038260458,25,97,58,130
0,41,63,32,9,31,96,1042,32.28002478313795,10258,101.28178513434683,3.1375993610529447,28,97,61,130
0,42,63,32,10,31,96,1061,32.57299494980466,10277,101.3755394560246,3.1122572429168827,31,96,64,129
0,43,63,32,11,31,96,1082,32.89376840679705,10298,101.47906187977893,3.085054306481031,33,95,66,128
0,44,63,32,12,31,96,1105,33.24154027718932,10321,101.59232254457027,3.056185775310897,36,94,69,127
0,45,63,32,13,31,96,1130,33.61547262794322,10346,101.7152889196113,3.025847354442947,39,93,72,126
0,46,63,32,14,31,96,1157,34.0147027033899,10373,101.84792585025971,2.9942324276175305,41,92,74,125
0,47,63,32,15,31,96,1186,34.438350715445125,10402,101.99019560722492,2.961529617081335,44,91,77,124
0,48,63,32,16,31,96,1217,34.88552708502482,10433,102.1420579389313,2.927920730278358,46,90,79,123
0,49,63,32,17,31,96,1250,35.35533905932738,10466,102.30347012687302,2.893579098625092,49,89,82,122
0,50,63,32,18,31,96,1285,35.84689665786984,10501,102.47438704378767,2.858668297616508,51,88,84,121
0,51,63,32,19,31,96,1322,36.359317925395686,10538,102.65476121447071,2.8233412250775483,53,87,86,120
0,52,63,32,20,31,96,1361,36.89173349139343,10577,102.84454287904633,2.7877395054650713,55,86,88,119
0,53,63,32,21,31,96,1402,37.44329045369811,10618,103.04368005850722,2.7519931824883206,57,85,90,118
0,54,63,32,22,31,96,1445,38.01315561749642,10661,103.25211862233142,2.7162206595341765,59,84,92,117
0,55,63,32,23,31,96,1490,38.600518131237564,10706,103.46980235798269,2.6805288469495827,61,83,94,116
0,56,63,32,24,31,96,1537,39.20459156782532,10753,103.69667304209909,2.6450134766153655,63,81,96,114
0,57,63,32,25,31,96,1586,39.824615503479755,10802,103.93267051317406,2.6097595469337986,65,80,98,113
0,58,63,32,26,31,96,1637,40.45985664828782,10853,104.17773274553444,2.574841864891853,66,79,99,112
0,59,63,32,27,31,96,1690,41.10960958218893,10906,104.43179592442141,2.5403256558697,68,78,101,111
0,60,63,32,28,31,96,1745,41.773197148410844,10961,104.69479452198185,2.506267216033875,70,77,103,110
0,61,63,32,29,31,96,1802,42.44997055358225,11018,104.96666137398103,2.472714586256012,71,76,104,109
0,62,63,32,30,31,96,1861,43.139309220245984,11077,105.24732775705044,2.4397082303686064,73,75,106,108
0,63,63,32,31,31,96,1922,43.840620433565945,11138,105.53672346628922,2.407281704103953,74,74,107,107
0,63,32,33,31,0,97,961,31.0,10370,101.83319694480774,3.2849418369292818,101,0,134,33
0,32,63,33,0,31,97,961,31.0,10370,101.83319694480774,3.2849418369292818,0,101,33,134
0,63,63,33,31,31,97,1922,43.840620433565945,11331,106.44716999526104,2.4280488948956864,75,75,108,108
0,63,32,34,31,0,98,961,31.0,10565,102.7861858422619,3.315683414266513,102,0,135,33
0,32,63,34,0,31,98,961,31.0,10565,102.7861858422619,3.315683414266513,0,102,33,135
0,63,32,35,31,0,99,961,31.0,10762,103.74005976477939,3.346453540799335,103,0,136,33
0,32,63,35,0,31,99,961,31.0,10762,103.74005976477939,3.346453540799335,0,103,33,136
0,63,63,35,31,31,99,1922,43.840620433565945,11723,108.27280360275151,2.4696914079220917,76,76,109,109
0,63,32,36,31,0,100,961,31.0,10961,104.69479452198185,3.377251436192963,104,0,137,33
0,32,63,36,0,31,100,961,31.0,10961,104.69479452198185,3.377251436192963,0,104,33,137
0,63,63,36,31,31,100,1922,43.840620433565945,11922,109.1879114188013,2.4905649221880797,77,77,110,110
0,63,32,37,31,0,101,961,31.0,11162,105.65036677645753,3.408076347627662,105,0,138,33
0,32,63,37,0,31,101,961,31.0,11162,105.65036677645753,3.408076347627662,0,105,33,138
0,63,32,38,31,0,102,961,31.0,11365,106.60675400742676,3.4389275486266695,106,0,139,33
0,32,63,38,0,31,102,961,31.0,11365,106.60675400742676,3.4389275486266695,0,106,33,139
0,63,63,38,31,31,102,1922,43.840620433565945,12326,111.02252023801297,2.5324121588619253,78,78,111,111
0,63,32,39,31,0,103,961,31.0,11570,107.56393447619885,3.4698043379418984,107,0,140,33
0,32,63,39,0,31,103,961,31.0,11570,107.56393447619885,3.4698043379418984,0,107,33,140
0,63,63,39,31,31,103,1922,43.840620433565945,12531,111.94194924156002,2.553384238966045,79,79,112,112
0,63,32,40,31,0,104,961,31.0,11777,108.52188719332152,3.5007060384942426,108,0,141,33
0,32,63,40,0,31,104,961,31.0,11777,108.52188719332152,3.5007060384942426,0,108,33,141
